"id_identificacion";"id_directorio";"idrph";"region_h";"region_15_h";"r_p_c";"r_p_c_15";"esth";"esth_15";"sech";"tipo";"mesh";"vivh";"hogh";"ano_encuesta";"edadjh";"sexojh";"cursojh";"niveljh";"termino_niveljh";"cinejh";"proveedor";"nacionalidad";"conyugaljh";"informante";"grupo_edad";"totperh";"totmenh";"totmayh";"totfth";"totocuph";"totdesoh";"totffth";"perch";"percocuh";"grujh1";"cisejh";"b8jh";"b9jh";"b10jh";"b11jh";"b12jh";"ram_subcjh1";"ramjh1";"temjh";"b16jh";"meses_empleo";"tme";"b19jh";"hor_habjh";"hor_efejh";"gru_cesjh1";"cise_cesjh";"ram_cesjh1";"ss_t";"svar_t";"reg_t";"ing_t_d";"gan_t";"ing_t_cp";"ing_t_emp";"autoconsumo_t";"ahorroimp_t";"ing_t_i";"ing_t_i_ai";"ing_ot";"ing_t_t";"ing_t_t_ai";"ing_a_p";"ing_a_ob";"ing_a_t";"tipo_vivienda";"vivienda_otro";"div_imp";"alq_imp";"ing_cah";"ing_int";"ing_div";"ing_p_t";"jubvejez_t";"jubinvalidez_t";"montepio_t";"ing_jub";"porfand_t";"pdiscap_t";"pestado_t";"paliment_t";"potras_t";"ing_pen";"suf_t";"subotros_t";"ing_sube";"ing_subc";"becaest_t";"donaciones_t";"remesas_t";"ing_bdr";"salext_t";"otrafuent_t";"ing_otros";"ing_aut";"ing_mon";"ing_total";"ing_prom";"ing_prom_aut";"cse_especificojh";"fact_cal_esi";"decilh";"ing_total_e"
146273;6383;679921;7;7;7202;7202;7119;7119;910;3;10;10;1;2012;50;1;6;3;2;3;"1";"0";3;"0";5;3;1;2;0;0;0;2;2;0;;0;;;;;;"";;;;;;;;;9;"3";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;"";0;20112.4216734242;0;0;0;0;0;0;0;0;0;0;87489,0342793953;0;0;87489,0342793953;0;5028,10541835605;5028,10541835605;0;81723,8086067082;0;0;81723,8086067082;0;0;0;169212,842886103;174240,94830446;194353,369977884;64784,4566592946;56404,2809620345;27;40,5991754299142;1;7890586,56312713
130565;18120;604514;8;8;8108;8108;8181;8181;;1;10;12;1;2012;38;2;3;4;2;5;"1";"0";3;"0";4;7;2;5;1;1;0;4;3;1;5;3;1;1;1;2;1;"";7;5;1;1;1;2;45;45;;"";;170955,584224106;0;0;170955,584224106;0;0;0;0;0;0;0;0;170955,584224106;170955,584224106;0;0;0;3;"";0;70393.4758569847;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5028,10541835605;5028,10541835605;0;207460,635182454;0;0;207460,635182454;0;0;0;378416,21940656;383444,324824916;453837,800681901;64833,9715259858;54059,4599152229;1;180,723028245848;1;82018941,6716688
138793;19095;643670;13;13;13201;13201;13351;13351;;1;12;13;1;2012;46;2;4;5;1;5;"1";"0";2;"1";5;5;1;4;3;1;2;1;2;2;9;2;;;;;;"";7;1;6;57;6;2;16;0;;"";;0;0;0;0;150676,546391753;153690,077319588;0;3013,53092783505;0;153690,077319588;153690,077319588;112505,154639175;266195,231958763;266195,231958763;0;0;0;3;"";0;50225.5154639175;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7778,92783505154;0;7778,92783505154;0;0;0;0;0;0;0;0;266195,231958763;273974,159793814;324199,675257732;64839,9350515464;53239,0463917526;6;88,6181055861455;1;28729961,0529838
140841;10725;653582;9;9;9211;9211;9029;9029;921;3;10;3;1;2012;37;2;6;3;2;3;"1";"0";3;"1";4;3;2;1;1;0;1;0;1;0;;0;;;;;;"";;;;;;;;;9;"3";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;"";0;50281.0541835605;0;0;0;0;0;0;0;0;0;52292,2963509029;0;0;0;52292,2963509029;15575,0593438997;0;15575,0593438997;0;76375,9156837447;0;0;76375,9156837447;0;0;0;128668,212034648;144243,271378547;194524,325562108;64841,441854036;42889,4040115492;8;87,7219309956609;1;17064049,4639367
147043;6428;683495;7;7;7403;7403;7099;7099;910;3;10;15;1;2012;50;1;8;3;1;4;"1";"0";1;"1";5;4;0;4;2;1;1;2;2;1;9;3;1;1;1;2;1;"";1;4;8;5;2;2;45;36;;"";;193079,248064872;0;10056,2108367121;203135,458901584;0;0;0;0;0;0;0;0;203135,458901584;203135,458901584;0;0;0;4;"";0;30168.6325101363;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26146,1481754515;0;0;26146,1481754515;0;0;0;229281,607077036;229281,607077036;259450,239587172;64862,559896793;57320,401769259;1;286,8392893285;1;74420522,3392936
145970;19741;678618;9;9;9201;9201;9061;9061;;1;10;5;1;2012;61;2;2;3;2;3;"0";"0";3;"0";6;2;0;2;1;1;0;1;2;2;;0;;;;;;"";;;;;;;;;9;"3";1;0;0;0;0;45252,9487652045;60337,2650202726;0;15084,3162550681;0;60337,2650202726;60337,2650202726;16089,9373387394;76427,202359012;76427,202359012;0;0;0;3;"";0;50281.0541835605;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3016,86325101363;3016,86325101363;0;0;0;0;0;0;0;0;76427,202359012;79444,0656100256;129725,119793586;64862,5598967931;38213,601179506;21;38,4900291883107;1;4993123,64731223
150239;16142;698603;7;7;7301;7301;7022;7022;6111;2;12;12;1;2012;29;1;7;3;2;4;"1";"0";2;"0";2;4;2;2;2;2;0;0;2;1;9;3;2;1;1;4;1;"";1;5;8;0;1;2;45;45;;"";;0;0;0;0;150265;150265;0;0;0;150265;150265;0;150265;150265;0;0;0;1;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23336,7835051546;4520,29639175257;27857,0798969072;0;81454,7364690721;0;0;81454,7364690721;0;0;0;231719,736469072;259576,816365979;259576,816365979;64894,2040914948;57929,934117268;1;205,40897291294;1;53319407,2417468
137386;12969;637151;7;7;7301;7301;7039;7039;50;3;11;8;1;2012;52;1;6;3;2;3;"0";"0";1;"0";5;4;0;4;1;1;0;3;3;1;7;2;;;;;;"";6;1;2;59;6;2;2;2;;"";;0;0;0;0;50000;50000;0;0;0;50000;50000;0;50000;50000;0;0;0;3;"";0;70000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15500;29000;44500;0;95207;0;0;95207;0;0;0;145207;189707;259707;64926,75;36301,75;1;165,294099294411;1;42928034,6454535
149107;14658;693608;5;5;5601;5601;5161;5161;;1;11;2;2;2012;42;2;4;4;1;5;"0";"0";5;"0";4;4;1;3;3;2;1;0;2;2;9;3;1;1;3;2;2;"11";14;5;1;2;1;2;23;23;;"";;75000;0;0;75000;0;0;0;0;0;0;0;1e+05;175000;175000;0;0;0;1;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15488;0;15488;0;69299;0;0;69299;0;0;0;244299;259787;259787;64946,75;61074,75;1;39,3539496408454;1;10223644,5153463
137214;16265;636377;8;8;8103;8103;8171;8171;;1;11;6;1;2012;32;2;4;4;1;5;"1";"0";3;"1";3;3;2;1;1;1;0;0;1;1;9;5;1;2;;2;;"";16;;;7;3;2;36;36;;"";;1e+05;0;0;1e+05;0;0;0;0;0;0;0;0;1e+05;1e+05;0;0;0;1;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15480;40500;55980;0;38949;0;0;38949;0;0;0;138949;194929;194929;64976,3333333333;46316,3333333333;1;79,7823134002114;1;15551886,5687898
123536;16836;570033;7;7;7102;7102;7069;7069;1901;3;12;9;1;2012;42;1;6;3;2;3;"1";"0";1;"0";4;6;1;5;4;4;0;1;4;3;9;2;;;;;;"";1;1;9;1;1;2;12;12;;"";;0;0;0;0;150676,546391752;150676,546391752;0;0;5000;150676,546391752;145676,546391752;0;150676,546391752;145676,546391752;0;0;0;3;"";0;40180.412371134;0;0;0;0;0;0;0;0;0;80619,9884020618;0;0;0;80619,9884020618;15557,8556701031;0;15557,8556701031;0;102883,954896907;0;0;102883,954896907;0;0;0;334180,489690722;349738,345360825;389918,757731959;64986,4596219931;55696,7482817869;1;245,754251066183;1;95824192,2830738
128632;6626;595021;9;9;9104;9104;9059;9059;906;3;12;2;1;2012;69;1;0;0;2;1;"1";"0";1;"0";7;4;1;3;1;1;0;2;2;1;;0;;;;;;"";;;;;;;;;9;"2";1;0;0;0;0;6010;10017;0;4007;30000;10017;-19983;0;10017;-19983;0;0;0;3;"";0;80360.824742268;0;0;0;0;0;0;0;0;0;0;80619,9884020618;0;0;80619,9884020618;7521,77319587629;0;7521,77319587629;0;81454,7364690721;0;0;81454,7364690721;0;0;0;172091,724871134;179613,49806701;259974,322809278;64993,5807023196;43022,9312177835;21;131,016310027542;1;34060876,4763806
116305;15895;534467;5;5;5401;5401;5029;5029;2368;3;11;9;1;2012;75;1;2;3;2;3;"1";"0";4;"1";7;2;0;2;2;1;1;0;1;0;9;3;2;1;1;4;1;"";1;1;8;0;1;2;16;16;;"";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;"";0;50000;0;0;0;0;80000;0;0;80000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80000;80000;130000;65000;40000;1;177,359223236238;1;23056699,0207109
116744;5084;611152;5;5;5705;5705;5069;5069;906;3;11;15;1;2012;49;1;1;4;2;5;"1";"0";1;"0";5;2;0;2;0;0;0;2;1;0;;0;;;;;;"";;;;;;;;;9;"3";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;"";0;50000;0;0;0;0;0;0;0;0;0;80000;0;0;0;80000;0;0;0;0;0;0;0;0;0;0;0;80000;80000;130000;65000;40000;21;94,7659720067631;1;12319576,3608792
121615;16617;560832;7;7;7402;7402;7082;7082;3064;2;11;7;1;2012;65;1;8;3;1;4;"1";"0";1;"0";7;2;0;2;0;0;0;2;1;0;;0;;;;;;"";;;;;;;;;9;"3";6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;"";0;50000;0;0;0;0;80000;0;0;80000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80000;80000;130000;65000;40000;21;147,428559957133;1;19165712,7944273
132651;18298;614506;5;5;5101;5101;5101;5101;;1;11;2;1;2012;58;1;3;4;2;5;"1";"0";2;"1";6;2;0;2;1;1;0;1;1;1;9;2;;;;;;"";2;1;8;71;7;2;24;24;;"";;0;0;0;0;50000;50000;0;0;0;50000;50000;0;50000;50000;0;0;0;3;"";0;50000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30000;0;30000;0;0;0;80000;80000;130000;65000;40000;1;120,589036711334;1;15676574,7724734
137019;18887;635358;13;13;13301;13301;13471;13471;;1;11;4;1;2012;53;2;4;8;1;6;"1";"0";5;"1";5;4;0;4;0;0;0;4;2;0;;0;;;;;;"";;;;;;;;;3;"2";15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;"";0;1e+05;0;0;0;0;82000;0;0;82000;0;78000;0;0;0;78000;0;0;0;0;0;0;0;0;0;0;0;160000;160000;260000;65000;40000;21;27,9985415381756;1;7279620,79992566
142629;11327;662468;8;8;8203;8203;8129;8129;930;3;11;10;1;2012;90;1;2;3;2;3;"1";"0";1;"0";7;4;0;4;0;0;0;4;2;0;;0;;;;;;"";;;;;;;;;6;"2";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;"";0;1e+05;0;0;0;0;0;0;0;0;0;0;160000;0;0;160000;0;0;0;0;0;0;0;0;0;0;0;160000;160000;260000;65000;40000;21;76,2742036588626;1;19831292,9513043
147935;11327;687909;8;8;8203;8203;8129;8129;930;3;11;2;1;2012;79;2;0;0;2;1;"1";"0";4;"1";7;2;0;2;0;0;0;2;1;0;;0;;;;;;"";;;;;;;;;;"";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;"";0;50000;0;0;0;0;0;0;0;0;0;0;80000;0;0;80000;0;0;0;0;0;0;0;0;0;0;0;80000;80000;130000;65000;40000;21;134,352280102921;1;17465796,4133797
138011;15485;639989;6;6;6307;6307;6042;6042;126;2;11;4;1;2012;42;1;4;4;1;5;"1";"0";1;"0";4;4;2;2;1;1;0;1;1;1;7;3;1;1;2;2;1;"";6;3;7;3;1;2;45;45;;"";;260000;0;0;260000;0;0;0;0;0;0;0;0;260000;260000;0;0;0;1;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;260000;260000;260000;65000;65000;1;108,667064065958;1;28253436,6571491
144581;19605;671754;7;7;7201;7201;7102;7102;45;2;12;4;1;2012;49;1;8;3;1;4;"1";"0";2;"0";5;5;3;2;2;2;0;0;2;2;9;3;1;2;;2;1;"";1;1;8;3;1;2;40;16;;"";;60270,618556701;0;0;60270,618556701;30135,3092783505;30135,3092783505;0;0;2000;30135,3092783505;28135,3092783505;0;90405,9278350515;88405,9278350515;0;0;0;1;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5022,55154639175;5022,55154639175;0;229728,494201031;0;0;229728,494201031;0;0;0;320134,422036082;325156,973582474;325156,973582474;65031,3947164948;64026,8844072165;1;71,2587862392324;1;23170291,2747093
149497;19947;695335;9;9;9101;9101;9031;9031;;1;12;1;1;2012;33;1;4;4;1;5;"1";"0";2;"1";3;3;1;2;2;2;0;0;2;2;7;1;;;;;;"";7;1;4;156;8;2;72;72;;"";;60270,618556701;0;0;60270,618556701;80360,824742268;0;80360,824742268;0;1e+05;80360,824742268;-19639,175257732;0;140631,443298969;40631,443298969;0;0;0;1;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15557,8556701031;0;15557,8556701031;0;39124,6720360825;0;0;39124,6720360825;0;0;0;179756,115335051;195313,971005155;195313,971005155;65104,6570017182;59918,7051116838;1;81,4683355404964;1;15911904,1255947
132598;18397;614223;7;7;7401;7401;7071;7071;;1;11;5;1;2012;64;2;6;3;1;3;"1";"0";3;"0";6;4;1;3;0;0;0;3;3;0;;0;;;;;;"";;;;;;;;;9;"6";16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;"";0;70000;0;0;0;0;0;0;0;0;0;80000;0;50000;0;130000;0;7140;7140;0;53289;0;0;53289;0;0;0;183289;190429;260429;65107,25;45822,25;13;104,947972238191;1;27331495,4620197
137111;18857;635827;8;8;8106;8106;8071;8071;;1;11;1;1;2012;55;2;4;3;2;3;"1";"0";4;"1";6;5;3;2;1;1;0;1;2;1;7;2;;;;;;"";4;1;5;1;1;2;8;8;;"";;0;0;0;0;15000;17000;0;2000;40000;17000;-23000;0;17000;-23000;0;0;0;3;"";0;1e+05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26000;0;26000;0;147608;35000;0;182608;0;0;0;199608;225608;325608;65121,6;39921,6;1;30,6064350112042;1;9965700,09112817
126907;12933;586689;5;5;5304;5304;5049;5049;42;3;11;2;1;2012;76;2;1;3;2;3;"1";"0";4;"1";7;2;0;2;0;0;0;2;1;0;;0;;;;;;"";;;;;;;;;;"";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;"";0;50000;0;0;0;0;0;0;0;0;0;0;80258;0;0;80258;0;0;0;0;0;0;0;0;0;0;0;80258;80258;130258;65129;40129;21;42,4075651630113;1;5523924,62300353
131948;18368;611304;13;13;13201;13201;13351;13351;;1;11;9;1;2012;57;2;8;3;1;4;"1";"0";5;"1";6;2;0;2;0;0;0;2;2;0;;0;;;;;;"";;;;;;;;;4;"3";4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;"";103000;0;0;0;0;0;0;0;0;0;0;0;80259;0;0;80259;0;0;0;0;0;50000;0;50000;0;0;0;130259;130259;130259;65129,5;65129,5;13;132,603643625425;1;17272818,0150043
103715;12342;472277;10;10;10301;10301;10069;10069;3;3;10;13;1;2012;54;2;8;3;1;4;"1";"0";3;"1";5;1;0;1;1;1;0;0;1;1;6;2;;;;;;"";1;1;4;430;8;2;28;28;;"";;0;0;0;0;30168,6325101363;34979,6325101363;0;4811;20000;34979,6325101363;14979,6325101363;0;34979,6325101363;14979,6325101363;0;0;0;3;"";0;30168.6325101363;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34979,6325101363;34979,6325101363;65148,2650202726;65148,2650202726;34979,6325101363;1;13,3505300503719;1;869763,869882743
117048;16621;538245;9;9;9102;9102;9059;9059;3543;3;11;1;1;2012;55;1;4;5;1;5;"1";"0";1;"0";6;2;0;2;1;1;0;1;1;1;6;2;;;;;;"";1;1;8;227;8;2;84;84;;"";;0;0;0;0;52083;60416;0;8333;0;60416;60416;0;60416;60416;0;0;0;3;"";0;70000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60416;60416;130416;65208;30208;1;172,009925344501;1;22432846,4237285
82658;4155;369409;8;8;8203;8203;8129;8129;907;3;10;5;1;2012;37;1;8;3;1;4;"1";"0";1;"0";4;3;1;2;1;1;0;1;1;1;6;2;;;;;;"";1;1;8;3;1;2;18;18;;"";;0;0;0;0;30168,6325101363;30168,6325101363;0;0;0;30168,6325101363;30168,6325101363;0;30168,6325101363;30168,6325101363;0;0;0;3;"";0;50281.0541835605;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15575,0593438997;0;15575,0593438997;0;99645,9875598965;0;0;99645,9875598965;0;0;0;129814,620070033;145389,679413933;195670,733597493;65223,577865831;43271,5400233443;1;86,0793307345651;1;16843205,7924136
144360;14338;670813;5;5;5501;5501;5071;5071;;1;12;15;1;2012;32;1;4;4;1;5;"1";"0";1;"0";3;6;4;2;2;1;1;0;2;1;;0;;;;;;"";;;;;;;;;7;"3";4;80360,824742268;0;0;80360,824742268;0;0;0;0;0;0;0;0;80360,824742268;80360,824742268;0;0;0;1;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;311360,024484536;0;0;311360,024484536;0;0;0;391720,849226804;391720,849226804;391720,849226804;65286,8082044673;65286,8082044673;8;16,7391187844874;1;6557061,82556775
113068;6559;518425;8;8;8305;8305;8142;8142;211;2;12;4;1;2012;53;1;6;3;2;3;"1";"0";3;"1";5;1;0;1;1;1;0;0;1;1;6;3;1;1;2;2;1;"";1;4;8;1;1;2;48;48;;"";;15067,6546391753;0;0;15067,6546391753;0;0;0;0;0;0;0;0;15067,6546391753;15067,6546391753;0;0;0;3;"";0;50225.5154639175;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15067,6546391753;15067,6546391753;65293,1701030928;65293,1701030928;15067,6546391753;1;399,682868405654;1;26096561,5141024
107259;6069;490248;3;3;3304;3304;3059;3059;913;3;12;14;1;2012;77;1;4;3;2;3;"1";"0";3;"1";7;2;0;2;0;0;0;2;1;0;;0;;;;;;"";;;;;;;;;;"";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;"";0;50225.5154639175;0;0;0;0;0;0;0;0;0;0;80360,824742268;0;0;80360,824742268;0;0;0;0;0;0;0;0;0;0;0;80360,824742268;80360,824742268;130586,340206186;65293,1701030928;40180,412371134;13;28,3710291479919;1;3704868,86431927
140146;13394;650181;6;6;6205;6205;6079;6079;92;3;12;7;1;2012;77;1;4;3;2;3;"1";"0";1;"0";7;2;0;2;0;0;0;2;1;0;;0;;;;;;"";;;;;;;;;9;"4";12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"";0;50225.5154639175;0;0;0;0;0;0;0;0;0;0;80360,824742268;0;0;80360,824742268;0;0;0;0;0;0;0;0;0;0;0;80360,824742268;80360,824742268;130586,340206186;65293,1701030928;40180,412371134;21;18,1517463709451;1;2370370,12693263
144593;19605;671812;7;7;7201;7201;7102;7102;45;2;12;12;1;2012;56;2;6;3;2;3;"0";"0";4;"1";6;2;0;2;1;1;0;1;1;1;9;5;2;2;;4;;"";16;;;151;8;2;60;60;;"";;80360,824742268;0;0;80360,824742268;0;0;0;0;0;0;0;0;80360,824742268;80360,824742268;0;0;0;3;"";0;50225.5154639175;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80360,824742268;80360,824742268;130586,340206186;65293,1701030928;40180,412371134;1;63,5555212817846;1;8299482,92408459
129105;17742;597390;9;9;9101;9101;9031;9031;;1;12;7;1;2012;54;2;8;3;1;4;"1";"0";5;"1";5;2;0;2;2;2;0;0;2;2;9;5;2;1;1;4;;"";16;;;1;1;2;10;10;;"";;40180,412371134;0;0;40180,412371134;0;0;0;0;0;0;0;50225,5154639175;90405,9278350515;90405,9278350515;0;0;0;3;"";0;40180.412371134;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90405,9278350515;90405,9278350515;130586,340206186;65293,1701030928;45202,9639175257;1;18,4937261686308;1;2415028,01713686
150264;19922;698767;6;6;6301;6301;6081;6081;;1;12;7;1;2012;35;1;4;3;2;3;"1";"0";2;"0";4;3;0;3;3;3;0;0;1;1;9;3;2;1;1;4;1;"";1;4;8;0;1;2;45;45;;"";;0;0;0;0;0;0;0;0;0;0;0;140631,443298969;140631,443298969;140631,443298969;0;0;0;3;"";0;40180.412371134;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15067,6546391753;0;15067,6546391753;0;0;0;0;0;0;0;0;140631,443298969;155699,097938144;195879,510309278;65293,1701030928;46877,147766323;1;40,0145887388412;1;7838038,04739137
109823;16375;502611;16;8;16101;8401;16039;8039;3381;3;10;6;1;2012;46;1;4;4;1;5;"1";"0";1;"0";5;4;0;4;2;2;0;2;4;2;8;2;;;;;;"";9;1;6;20;4;2;32;0;;"";;30168,6325101363;0;8044,96866936968;38213,601179506;90505,8975304089;90505,8975304089;0;0;0;90505,8975304089;90505,8975304089;0;128719,498709915;128719,498709915;0;0;0;4;"";0;80449.6866936968;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52091,1721341687;0;0;52091,1721341687;0;0;0;180810,670844084;180810,670844084;261260,35753778;65315,0893844451;45202,6677110209;6;333,585860281896;1;87152761,1267962
128384;6593;593950;16;8;16204;8408;16039;8039;912;3;12;4;1;2012;81;2;0;0;2;1;"1";"0";4;"1";7;5;1;4;2;2;0;2;3;2;7;2;;;;;;"";4;1;5;192;8;2;14;0;;"";;0;0;0;0;30135,3092783505;30135,3092783505;0;0;30000;30135,3092783505;135,309278350502;0;30135,3092783505;135,309278350502;0;0;0;3;"";0;80360.824742268;0;0;0;0;0;0;0;0;0;66297,6804123711;67302,1907216495;0;0;133599,871134021;15557,8556701031;0;15557,8556701031;0;67050,0586340206;0;0;67050,0586340206;0;0;0;230785,239046392;246343,094716495;326703,919458763;65340,7838917526;46157,0478092783;6;244,057340378701;1;79734489,6744031
138874;19037;644057;5;5;5502;5502;5201;5201;;1;12;11;1;2012;46;2;2;4;2;5;"1";"0";1;"1";5;7;3;4;4;2;2;0;3;2;9;3;1;1;3;2;2;"15";12;5;6;48;6;2;20;20;;"";;279253,865979381;0;0;279253,865979381;0;0;0;0;0;0;0;0;279253,865979381;279253,865979381;0;0;0;3;"";0;70315.7216494845;5000;0;0;5000;0;0;0;0;0;0;0;0;0;0;15549,8195876289;0;15549,8195876289;0;87321,0766752577;0;0;87321,0766752577;0;0;0;371574,942654639;387124,762242268;457440,483891752;65348,6405559646;53082,1346649484;1;22,915062185996;1;10482277,1347716
129865;12399;601226;14;14;14107;14107;14039;14039;209;3;10;13;1;2012;67;2;6;3;1;3;"0";"0";2;"1";7;3;0;3;0;0;0;3;1;0;;0;;;;;;"";;;;;;;;;9;"5";16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;"";0;100562.108367121;0;0;0;0;0;0;0;0;0;0;95491,7668632508;0;0;95491,7668632508;0;0;0;0;0;0;0;0;0;0;0;95491,7668632508;95491,7668632508;196053,875230372;65351,2917434573;31830,5889544169;19;94,7306321113715;1;18572307,5284571
108919;10654;498517;15;15;15102;15102;15049;15049;976;3;10;9;1;2012;64;1;4;3;2;3;"1";"0";1;"1";6;1;0;1;1;1;0;0;1;1;6;2;;;;;;"";1;1;8;550;8;2;48;48;;"";;0;0;0;0;40224,8433468484;45252,9487652044;0;5028,10541835605;0;45252,9487652044;45252,9487652044;0;45252,9487652044;45252,9487652044;0;0;0;3;"";0;20112.4216734242;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45252,9487652044;45252,9487652044;65365,3704386286;65365,3704386286;45252,9487652044;1;28,7363962565661;1;1878365,18638166
126200;17010;583387;6;6;6101;6101;6011;6011;;1;10;5;1;2012;63;1;8;3;1;4;"1";"0";1;"1";6;2;0;2;1;1;0;1;1;1;9;3;1;1;1;4;4;"11";1;5;8;0;1;2;45;45;;"";;0;0;0;0;0;0;0;0;0;0;0;50281,0541835605;50281,0541835605;50281,0541835605;0;0;0;3;"";0;80449.6866936968;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50281,0541835605;50281,0541835605;130730,740877257;65365,3704386287;25140,5270917803;1;94,1160133618957;1;12303856,1552145
115023;16545;527722;15;15;15101;15101;15049;15049;90;3;10;15;1;2012;33;2;4;4;1;5;"1";"20010";3;"1";3;2;1;1;1;1;0;0;1;1;9;2;;;;;;"";11;1;8;3;1;2;8;8;;"";;0;0;0;0;100562,108367121;100562,108367121;0;0;0;100562,108367121;100562,108367121;0;100562,108367121;100562,108367121;0;0;0;4;"";0;30168.6325101363;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100562,108367121;100562,108367121;130730,740877257;65365,3704386287;50281,0541835605;1;10,5288390405804;1;1376442,92835246
125002;4295;577497;9;9;9208;9208;9029;9029;913;3;10;2;1;2012;44;2;1;3;2;3;"0";"0";3;"1";4;2;0;2;2;2;0;0;2;2;6;2;;;;;;"";1;1;8;238;8;2;14;14;;"";;0;0;0;0;5028,10541835605;10056,2108367121;0;5028,10541835605;8334;10056,2108367121;1722,2108367121;100562,108367121;110618,319203833;102284,319203833;0;0;0;5;"SUCESION";0;20112.4216734242;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;110618,319203833;110618,319203833;130730,740877257;65365,3704386287;55309,1596019166;3;120,073794465328;1;15697336,1103959
130590;12343;604622;10;10;10305;10305;10069;10069;123;3;10;9;1;2012;63;2;0;0;2;1;"1";"0";5;"1";6;1;0;1;0;0;0;1;1;0;;0;;;;;;"";;;;;;;;;9;"5";16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;"";999;0;0;0;0;0;0;65365,3704386287;0;65365,3704386287;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;65365,3704386287;65365,3704386287;65365,3704386287;65365,3704386287;65365,3704386287;23;17,1494506888575;1;1120980,19709616
135033;18644;625894;5;5;5109;5109;5111;5111;;1;10;2;1;2012;48;2;2;7;1;6;"1";"0";3;"1";5;1;0;1;1;1;0;0;1;1;3;4;2;1;3;4;1;"";12;4;1;2;1;2;44;44;;"";;65365,3704386287;0;0;65365,3704386287;0;0;0;0;0;0;0;0;65365,3704386287;65365,3704386287;0;0;0;1;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;65365,3704386287;65365,3704386287;65365,3704386287;65365,3704386287;65365,3704386287;3;37,740884367609;1;2466946,88737021
